"","team_name","team_id","division"
"817","McMurry","8530","D-III"
"818","Me.-Farmington","379","D-III"
"819","Me.-Presque Isle","30040","D-III"
"820","Medgar Evers","403","D-III"
"821","Merchant Marine","724","D-III"
"822","Meredith","409","D-III"
"823","Messiah","411","D-III"
"824","Methodist","412","D-III"
"825","Middlebury","420","D-III"
"826","Millikin","424","D-III"
"827","Millsaps","426","D-III"
"828","Minn.-Morris","1226","D-III"
"829","Misericordia","16142","D-III"
"830","Mitchell","30042","D-III"
"831","Monmouth (IL)","438","D-III"
"832","Montclair St.","442","D-III"
"833","Moravian","443","D-III"
"834","Mount Aloysius","30036","D-III"
"835","Mount Holyoke","449","D-III"
"836","Mount Mary","30033","D-III"
"837","Mount Union","452","D-III"
"838","Mt. St. Joseph","8567","D-III"
"839","Mt. St. Mary (NY)","1468","D-III"
"840","Muhlenberg","453","D-III"
"841","Muskingum","455","D-III"
"842","N.C. Wesleyan","491","D-III"
"843","NJIT","471","D-III"
"844","NYU","479","D-III"
"845","Nazareth","461","D-III"
"846","Neb. Wesleyan","462","D-III"
"847","Neumann","1254","D-III"
"848","New England Col.","467","D-III"
"849","New Jersey City","319","D-III"
"850","Nichols","484","D-III"
"851","North Central (IL)","492","D-III"
"852","North Central (MN)","30039","D-III"
"853","North Park","496","D-III"
"854","Northland","1267","D-III"
"855","Northwestern-St. Paul","30031","D-III"
"856","Norwich","511","D-III"
"857","Notre Dame (MD)","8600","D-III"
"858","Oberlin","515","D-III"
"859","Occidental","516","D-III"
"860","Ohio Northern","517","D-III"
"861","Ohio Wesleyan","520","D-III"
"862","Old Westbury","524","D-III"
"863","Olivet","525","D-III"
"864","Oswego St.","530","D-III"
"865","Otterbein","531","D-III"
"866","Ozarks (AR)","23008","D-III"
"867","Pacific (OR)","2751","D-III"
"868","Pacific Lutheran","1297","D-III"
"869","Penn College","30190","D-III"
"870","Penn St. Harrisburg","30081","D-III"
"871","Penn St.-Abington","30114","D-III"
"872","Penn St.-Altoona","25719","D-III"
"873","Penn St.-Behrend","538","D-III"
"874","Penn St.-Berks","30044","D-III"
"875","Pfeiffer","542","D-III"
"876","Piedmont","21830","D-III"
"877","Pitt.-Bradford","1315","D-III"
"878","Pitt.-Greensburg","11839","D-III"
"879","Plattsburgh St.","547","D-III"
"880","Plymouth St.","548","D-III"
"881","Pomona-Pitzer","549","D-III"
"882","Principia","555","D-III"
"883","Puget Sound","557","D-III"
"884","Purchase","30029","D-III"
"885","RIT","580","D-III"
"886","Ramapo","564","D-III"
"887","Randolph","566","D-III"
"888","Randolph-Macon","565","D-III"
"889","Redlands","567","D-III"
"890","Regis (MA)","569","D-III"
"891","Rensselaer","570","D-III"
"892","Rhode Island Col.","571","D-III"
"893","Rhodes","573","D-III"
"894","Ripon","577","D-III"
"895","Rivier","18422","D-III"
"896","Roanoke","578","D-III"
"897","Rochester (NY)","581","D-III"
"898","Rockford","582","D-III"
"899","Roger Williams","583","D-III"
"900","Rose-Hulman","585","D-III"
"901","Rosemont","15882","D-III"
"902","Rowan","259","D-III"
"903","Russell Sage","11036","D-III"
"904","Rutgers-Camden","588","D-III"
"905","Rutgers-Newark","589","D-III"
"906","SUNY Brockport","78","D-III"
"907","SUNY Canton","30165","D-III"
"908","SUNY Cobleskill","30083","D-III"
"909","SUNY Delhi","30225","D-III"
"910","SUNY Geneseo","247","D-III"
"911","SUNY Maritime","478","D-III"
"912","SUNY Morrisville","30067","D-III"
"913","SUNY New Paltz","475","D-III"
"914","SUNY Oneonta","526","D-III"
"915","SUNY Poly","9500","D-III"
"916","SUNY Potsdam","552","D-III"
"917","Saint Benedict","595","D-III"
"918","Saint Elizabeth","9684","D-III"
"919","Saint Joseph (CT)","8687","D-III"
"920","Saint Mary's (MN)","612","D-III"
"921","Saint Vincent","30064","D-III"
"922","Salem (NC)","30041","D-III"
"923","Salem St.","621","D-III"
"924","Salisbury","622","D-III"
"925","Salve Regina","623","D-III"
"926","Sarah Lawrence","30163","D-III"
"927","Schreiner","1355","D-III"
"928","Scranton","633","D-III"
"929","Sewanee","652","D-III"
"930","Shenandoah","637","D-III"
"931","Simmons","640","D-III"
"932","Simpson","641","D-III"
"933","Skidmore","642","D-III"
"934","Smith","644","D-III"
"935","Southern Me.","662","D-III"
"936","Southern Va.","30164","D-III"
"937","Southwestern (TX)","8746","D-III"
"938","Spalding","23260","D-III"
"939","Springfield","673","D-III"
"940","St. Catherine","597","D-III"
"941","St. John Fisher","601","D-III"
"942","St. Joseph's (Brkln)","30072","D-III"
"943","St. Joseph's (L.I.)","1340","D-III"
"944","St. Joseph's (ME)","605","D-III"
"945","St. Lawrence","607","D-III"
"946","St. Mary's (IN)","8688","D-III"
"947","St. Norbert","614","D-III"
"948","St. Olaf","615","D-III"
"949","St. Scholastica","618","D-III"
"950","St. Thomas (TX)","2810","D-III"
"951","Stevens","679","D-III"
"952","Stevenson","21852","D-III"
"953","Stockton","681","D-III"
"954","Suffolk","684","D-III"
"955","Sul Ross St.","1390","D-III"
"956","Susquehanna","685","D-III"
"957","Swarthmore","686","D-III"
"958","Sweet Briar","687","D-III"
"959","TCNJ","712","D-III"
"960","Texas Lutheran","1400","D-III"
"961","Texas-Dallas","23121","D-III"
"962","Thiel","707","D-III"
"963","Thomas (ME)","2758","D-III"
"964","Transylvania","28749","D-III"
"965","Trine","30037","D-III"
"966","Trinity (CT)","713","D-III"
"967","Trinity (TX)","715","D-III"
"968","Trinity Washington","23413","D-III"
"969","Tufts","717","D-III"
"970","U New England","1255","D-III"
"971","UChicago","137","D-III"
"972","UMass Boston","401","D-III"
"973","UMass Dartmouth","656","D-III"
"974","UW-River Falls","801","D-III"
"975","Union (NY)","727","D-III"
"976","Ursinus","730","D-III"
"977","Utica","733","D-III"
"978","VTSU Castleton","123","D-III"
"979","VTSU Lyndon","30065","D-III"
"980","VTSU-Johnson","324","D-III"
"981","Va. Wesleyan","745","D-III"
"982","Valley City St.","506055","D-III"
"983","Valley Forge","30166","D-III"
"984","WPI","808","D-III"
"985","Wartburg","750","D-III"
"986","Wash. & Jeff.","751","D-III"
"987","WashU","755","D-III"
"988","Washington Col.","753","D-III"
"989","Waynesburg","1434","D-III"
"990","Webster","759","D-III"
"991","Wellesley","760","D-III"
"992","Wells","761","D-III"
"993","Wentworth","762","D-III"
"994","Wesleyan (CT)","764","D-III"
"995","Wesleyan (GA)","14718","D-III"
"996","WestConn","770","D-III"
"997","Western New Eng.","775","D-III"
"998","Westfield St.","777","D-III"
"999","Westminster (MO)","1450","D-III"
"1000","Westminster (PA)","1451","D-III"
"1001","Wheaton (IL)","778","D-III"
"1002","Wheaton (MA)","779","D-III"
"1003","Whittier","781","D-III"
"1004","Whitworth","1454","D-III"
"1005","Widener","783","D-III"
"1006","Wilkes","784","D-III"
"1007","Willamette","785","D-III"
"1008","William Peace","17094","D-III"
"1009","Williams","789","D-III"
"1010","Wilmington (OH)","1461","D-III"
"1011","Wilson","12973","D-III"
"1012","Wis. Lutheran","8911","D-III"
"1013","Wis.-Eau Claire","793","D-III"
"1014","Wis.-La Crosse","795","D-III"
"1015","Wis.-Oshkosh","798","D-III"
"1016","Wis.-Platteville","800","D-III"
"1017","Wis.-Stevens Point","802","D-III"
"1018","Wis.-Stout","803","D-III"
"1019","Wis.-Superior","804","D-III"
"1020","Wis.-Whitewater","805","D-III"
"1021","Wittenberg","806","D-III"
"1022","Wm. Paterson","787","D-III"
"1023","Wooster","807","D-III"
"1024","Worcester St.","809","D-III"
"1025","Yeshiva","814","D-III"
"1026","York (NY)","2730","D-III"
"1027","York (PA)","815","D-III"
