"","team_name","team_id","division"
"817","Montclair St.","442","D-III"
"818","Moravian","443","D-III"
"819","Mount Aloysius","30036","D-III"
"820","Mount Holyoke","449","D-III"
"821","Mount Mary","30033","D-III"
"822","Mount Union","452","D-III"
"823","Mt. St. Joseph","8567","D-III"
"824","Mt. St. Mary (NY)","1468","D-III"
"825","Muhlenberg","453","D-III"
"826","Muskingum","455","D-III"
"827","N.C. Wesleyan","491","D-III"
"828","NJIT","471","D-III"
"829","NVU-Johnson","324","D-III"
"830","NVU-Lyndon","30065","D-III"
"831","NYU","479","D-III"
"832","Nazareth","461","D-III"
"833","Neb. Wesleyan","462","D-III"
"834","Neumann","1254","D-III"
"835","New England Col.","467","D-III"
"836","New Jersey City","319","D-III"
"837","Nichols","484","D-III"
"838","North Central (IL)","492","D-III"
"839","North Central (MN)","30039","D-III"
"840","North Park","496","D-III"
"841","Northland","1267","D-III"
"842","Northwestern-St. Paul","30031","D-III"
"843","Norwich","511","D-III"
"844","Notre Dame (MD)","8600","D-III"
"845","Oberlin","515","D-III"
"846","Occidental","516","D-III"
"847","Ohio Northern","517","D-III"
"848","Ohio Wesleyan","520","D-III"
"849","Old Westbury","524","D-III"
"850","Olivet","525","D-III"
"851","Oswego St.","530","D-III"
"852","Otterbein","531","D-III"
"853","Ozarks (AR)","23008","D-III"
"854","Pacific (OR)","2751","D-III"
"855","Pacific Lutheran","1297","D-III"
"856","Penn College","30190","D-III"
"857","Penn St. Harrisburg","30081","D-III"
"858","Penn St.-Abington","30114","D-III"
"859","Penn St.-Altoona","25719","D-III"
"860","Penn St.-Behrend","538","D-III"
"861","Penn St.-Berks","30044","D-III"
"862","Pfeiffer","542","D-III"
"863","Piedmont","21830","D-III"
"864","Pitt.-Bradford","1315","D-III"
"865","Pitt.-Greensburg","11839","D-III"
"866","Plattsburgh St.","547","D-III"
"867","Plymouth St.","548","D-III"
"868","Pomona-Pitzer","549","D-III"
"869","Principia","555","D-III"
"870","Puget Sound","557","D-III"
"871","Purchase","30029","D-III"
"872","RIT","580","D-III"
"873","Ramapo","564","D-III"
"874","Randolph","566","D-III"
"875","Randolph-Macon","565","D-III"
"876","Redlands","567","D-III"
"877","Regis (MA)","569","D-III"
"878","Rensselaer","570","D-III"
"879","Rhode Island Col.","571","D-III"
"880","Rhodes","573","D-III"
"881","Ripon","577","D-III"
"882","Rivier","18422","D-III"
"883","Roanoke","578","D-III"
"884","Rochester (NY)","581","D-III"
"885","Rockford","582","D-III"
"886","Roger Williams","583","D-III"
"887","Rose-Hulman","585","D-III"
"888","Rosemont","15882","D-III"
"889","Rowan","259","D-III"
"890","Russell Sage","11036","D-III"
"891","Rutgers-Camden","588","D-III"
"892","Rutgers-Newark","589","D-III"
"893","SUNY Brockport","78","D-III"
"894","SUNY Canton","30165","D-III"
"895","SUNY Delhi","30225","D-III"
"896","SUNY Geneseo","247","D-III"
"897","SUNY Maritime","478","D-III"
"898","SUNY Morrisville","30067","D-III"
"899","SUNY New Paltz","475","D-III"
"900","SUNY Oneonta","526","D-III"
"901","SUNY Poly","9500","D-III"
"902","SUNY Potsdam","552","D-III"
"903","Saint Benedict","595","D-III"
"904","Saint Elizabeth","9684","D-III"
"905","Saint Joseph (CT)","8687","D-III"
"906","Saint Mary's (MN)","612","D-III"
"907","Saint Vincent","30064","D-III"
"908","Salem (NC)","30041","D-III"
"909","Salem St.","621","D-III"
"910","Salisbury","622","D-III"
"911","Salve Regina","623","D-III"
"912","Sarah Lawrence","30163","D-III"
"913","Schreiner","1355","D-III"
"914","Scranton","633","D-III"
"915","Sewanee","652","D-III"
"916","Shenandoah","637","D-III"
"917","Simmons","640","D-III"
"918","Simpson","641","D-III"
"919","Skidmore","642","D-III"
"920","Smith","644","D-III"
"921","Southern Me.","662","D-III"
"922","Southern Va.","30164","D-III"
"923","Southwestern (TX)","8746","D-III"
"924","Spalding","23260","D-III"
"925","Springfield","673","D-III"
"926","St. Catherine","597","D-III"
"927","St. John Fisher","601","D-III"
"928","St. Joseph's (Brkln)","30072","D-III"
"929","St. Joseph's (L.I.)","1340","D-III"
"930","St. Joseph's (ME)","605","D-III"
"931","St. Lawrence","607","D-III"
"932","St. Mary's (IN)","8688","D-III"
"933","St. Norbert","614","D-III"
"934","St. Olaf","615","D-III"
"935","St. Scholastica","618","D-III"
"936","St. Thomas (TX)","2810","D-III"
"937","Stevens","679","D-III"
"938","Stevenson","21852","D-III"
"939","Stockton","681","D-III"
"940","Suffolk","684","D-III"
"941","Sul Ross St.","1390","D-III"
"942","Susquehanna","685","D-III"
"943","Swarthmore","686","D-III"
"944","Sweet Briar","687","D-III"
"945","TCNJ","712","D-III"
"946","Texas Lutheran","1400","D-III"
"947","Texas-Dallas","23121","D-III"
"948","Thiel","707","D-III"
"949","Thomas (ME)","2758","D-III"
"950","Transylvania","28749","D-III"
"951","Trine","30037","D-III"
"952","Trinity (CT)","713","D-III"
"953","Trinity (TX)","715","D-III"
"954","Trinity Washington","23413","D-III"
"955","Tufts","717","D-III"
"956","U New England","1255","D-III"
"957","UChicago","137","D-III"
"958","UMass Boston","401","D-III"
"959","UMass Dartmouth","656","D-III"
"960","UW-River Falls","801","D-III"
"961","Union (NY)","727","D-III"
"962","Ursinus","730","D-III"
"963","Utica","733","D-III"
"964","Va. Wesleyan","745","D-III"
"965","Valley City St.","506055","D-III"
"966","Valley Forge","30166","D-III"
"967","WPI","808","D-III"
"968","Wartburg","750","D-III"
"969","Wash. & Jeff.","751","D-III"
"970","WashU","755","D-III"
"971","Washington Col.","753","D-III"
"972","Waynesburg","1434","D-III"
"973","Webster","759","D-III"
"974","Wellesley","760","D-III"
"975","Wells","761","D-III"
"976","Wentworth","762","D-III"
"977","Wesleyan (CT)","764","D-III"
"978","Wesleyan (GA)","14718","D-III"
"979","WestConn","770","D-III"
"980","Western New Eng.","775","D-III"
"981","Westfield St.","777","D-III"
"982","Westminster (MO)","1450","D-III"
"983","Westminster (PA)","1451","D-III"
"984","Wheaton (IL)","778","D-III"
"985","Wheaton (MA)","779","D-III"
"986","Whittier","781","D-III"
"987","Whitworth","1454","D-III"
"988","Widener","783","D-III"
"989","Wilkes","784","D-III"
"990","Willamette","785","D-III"
"991","William Peace","17094","D-III"
"992","Williams","789","D-III"
"993","Wilmington (OH)","1461","D-III"
"994","Wilson","12973","D-III"
"995","Wis. Lutheran","8911","D-III"
"996","Wis.-Eau Claire","793","D-III"
"997","Wis.-La Crosse","795","D-III"
"998","Wis.-Oshkosh","798","D-III"
"999","Wis.-Platteville","800","D-III"
"1000","Wis.-Stevens Point","802","D-III"
"1001","Wis.-Stout","803","D-III"
"1002","Wis.-Superior","804","D-III"
"1003","Wis.-Whitewater","805","D-III"
"1004","Wittenberg","806","D-III"
"1005","Wm. Paterson","787","D-III"
"1006","Wooster","807","D-III"
"1007","Worcester St.","809","D-III"
"1008","Yeshiva","814","D-III"
"1009","York (NY)","2730","D-III"
"1010","York (PA)","815","D-III"
